INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.4100e-02, zero_eq: 2.9104e-11, zero_eq/P: 8.0844e-18
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.3213e-02, zero_eq: -2.9104e-11, zero_eq/P: 8.0844e-18
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.1240e-02, zero_eq: 5.8208e-11, zero_eq/P: 1.6169e-17
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.1489e-02, zero_eq: 2.9104e-11, zero_eq/P: 8.0844e-18
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.6422e-02, zero_eq: -1.4552e-11, zero_eq/P: 4.0422e-18
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.1109e-02, zero_eq: -1.1642e-10, zero_eq/P: 3.2338e-17
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.3971e-02, zero_eq: 2.9104e-11, zero_eq/P: 8.0844e-18
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 7.7324e-03, zero_eq: -1.1642e-10, zero_eq/P: 3.2338e-17
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.6954e-02, zero_eq: 1.4552e-11, zero_eq/P: 4.0422e-18
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.2237e-02, zero_eq: 2.9104e-11, zero_eq/P: 8.0844e-18
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 8.9549e-03, zero_eq: 0.0000e+00, zero_eq/P: 0.0000e+00
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.1990e-02, zero_eq: -1.7462e-10, zero_eq/P: 4.8506e-17
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.3838e-02, zero_eq: 0.0000e+00, zero_eq/P: 0.0000e+00
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.6074e-02, zero_eq: 1.4552e-11, zero_eq/P: 4.0422e-18
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.3213e-02, zero_eq: 2.9104e-11, zero_eq/P: 8.0844e-18
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 8.6690e-03, zero_eq: 0.0000e+00, zero_eq/P: 0.0000e+00
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.5173e-02, zero_eq: -1.4552e-11, zero_eq/P: 4.0422e-18
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.6460e-02, zero_eq: 0.0000e+00, zero_eq/P: 0.0000e+00
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.1717e-02, zero_eq: -1.1642e-10, zero_eq/P: 3.2338e-17
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.1388e-02, zero_eq: -5.8208e-11, zero_eq/P: 1.6169e-17
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.4103e-02, zero_eq: 0.0000e+00, zero_eq/P: 0.0000e+00
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.2018e-02, zero_eq: 0.0000e+00, zero_eq/P: 0.0000e+00
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 5.5074e-03, zero_eq: 1.1642e-10, zero_eq/P: 3.2338e-17
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.3189e-02, zero_eq: 5.8208e-11, zero_eq/P: 1.6169e-17
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.6147e-02, zero_eq: -1.4552e-11, zero_eq/P: 4.0422e-18
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.1117e-02, zero_eq: 0.0000e+00, zero_eq/P: 0.0000e+00
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.6047e-02, zero_eq: 1.4552e-11, zero_eq/P: 4.0422e-18
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.5087e-02, zero_eq: 0.0000e+00, zero_eq/P: 0.0000e+00
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.2906e-02, zero_eq: -2.9104e-11, zero_eq/P: 8.0844e-18
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.3400e-02, zero_eq: -2.9104e-11, zero_eq/P: 8.0844e-18
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.5892e-02, zero_eq: -1.4552e-11, zero_eq/P: 4.0422e-18
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.4573e-02, zero_eq: 2.9104e-11, zero_eq/P: 8.0844e-18
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 9.9636e-03, zero_eq: 5.8208e-11, zero_eq/P: 1.6169e-17
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.4111e-02, zero_eq: 0.0000e+00, zero_eq/P: 0.0000e+00
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.2325e-02, zero_eq: 0.0000e+00, zero_eq/P: 0.0000e+00
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.4472e-02, zero_eq: -2.9104e-11, zero_eq/P: 8.0844e-18
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.2517e-02, zero_eq: 5.8208e-11, zero_eq/P: 1.6169e-17
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.4455e-02, zero_eq: 2.9104e-11, zero_eq/P: 8.0844e-18
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.3012e-02, zero_eq: 0.0000e+00, zero_eq/P: 0.0000e+00
